Compound Number,GroupID,GroupMembers,row ID,row m/z,row retention time,Dta-ap,Dbh-w,Dax-tl,Dgr-ap,Dfe-w,Dgem-w,Dgi-w,Dac-tl,Dyu-w,Dau-tl,Dre-tl,Dpa-tl,Dpe-w,Dat-ls,Dki-w,Dho-w,Dde-w,Dod-fr,Dod-b,Dod-l,Dod-r,Dod-s,Dje-fr,Dje-ft,Dge-fr,Dps-fr,Dps-ft,Dpo-fr,Dpo-l,Dpo-s,Wdo-w,Wla-w,Wsc-w,Wpi-w,Wli-w,Wpa-w,Win-l,Win-s,Wca-w,Wal-w,Wli-ap,Wli-r,Wst-w,Wnu-w,Wlu-w,Wmi-tl,Wde-w,Wtr,Ega-w,Eal-w,Ech-ft,Ech-b,Ech-l,Ech-s,Ech-fr,Sch-r,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,R8_id,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score,Confidence Level
463,455,[9795],9795,587.2866,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223175.3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,D,C7H54O28,possibly known,"yuanhuadine (yuanhuadin, synaptolepis factor K4), isoyuanhuadine (isoyuanhuadin), yuanhuamine A, tianchaterpene D",[M+H]+,none,-19,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,0,others,,"acyl(0.20),decadienoyl(10.00)",none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
464,456,[10344],10344,709.3209,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540829.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C39H48O12,possibly undescribed,none,[M+H]+,none,16,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C9,C10",C9*1+C10*1,"coumaroyl(0.03),coumaroyl(0.52)","coumaroyl,coumaroyl",A1,B1,C2,none,R94,R94,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=Cc6ccc(O)cc6)OC3(C(=C)C)C(OC(=O)C=Cc7ccc(O)cc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129719,C38H38O12,686.71,Top1,1,Low Confidence
465,493,[4855],4855,471.2747,9.1,0,0,0,0,0,0,0,0,0,217405.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544710.0923,4958483.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C28H38O6,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-ene","9,13,14-orthoester",with C-12,no C-18,others,others,0,others,,octenoyl(0.05),none,A1,B3,C2,none,none,none,none,,,,,,A1B3C2,OCC1=CC2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2C=C(C)C(=O)C2(O)C1O,PD00000046,C21H26O7,390.432,Top1,1,Low Confidence
466,664,[11628],11628,672.3741,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3489182.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810755.929,0,0,0,0,0,0,0,0,0,8,0,D,C37H53O10N1,possibly known,"genkwanine F, yuanhuakine B, neogenkwanine C, neogenkwanine D, neogenkwanine E, neogenkwanine F, genkwanine B, kraussianin, linimacrin c, wikstroelide X",[M+NH4]+,none,12,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C17,C17*1,"benzoyl(0.05),feruloyl(0.06),decadienoyl(0.58),4-oxo-2-decenoyl(0.58),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.03)",none,A4,B1,C1,none,none,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00000004,C21H30O8,410.463,Top1,1,Low Confidence
467,731,[668],668,876.4156,9.1,0,0,0,0,0,0,0,0,0,0,0,2462382.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,MD,C48H61O14N1,possibly undescribed,none,[M+NH4]+,none,19,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,4,"C4,C7",C7*1+C4*3,"acyl(0.19),cinnamoyl(2.40)","benzoyl,isobutyryl,isobutyryl,isobutyryl",A6,B1,C1,M1,R92,R3,R3,R3,none,none,none,none,A6B1C1M1,,,,0,Top2,0.979,Low Confidence
468,736,[721],721,859.3881,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565510.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,MD,C30H66O27,possibly undescribed,none,[M+H]+,none,-2,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,0,others,,"acyl(0.03),cinnamoyl(0.45)",none,A6,B1,C1,M1,none,none,none,none,none,none,none,none,A6B1C1M1,OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01121453,C29H42O8,518.647,Top1,1,Low Confidence
469,38,[37],37,655.2534,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C38H38O10,possibly undescribed,(DA20)std_mezerein isomer,[M+H]+,none,20,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C11",C7*1+C11*1,"benzoyl(0.06),feruloyl(0.09),5-pheny-2-4-pentadienoyl(3.30)","benzoyl,5-pheny-2-4-pentadienoyl",A1,B1,C1,none,R92,R96,none,,,,,,A1B1C1,c7ccccc7C=CC=CC(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00269394,C38H38O9,638.713,Top2,0.799,Low Confidence
470,130,[2354],2354,689.2954,9.2,0,44000000,837886.5037,0,2140653.683,0,2531106.379,0,3126093.19,0,4111618.202,9366831.195,252103.4036,12400000,0,0,0,1799685.066,88100000,661382.262,8126016.984,1416031.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,D,C39H44O11,possibly known,(DA23)std_daphneodorin E,[M+H]+,none,18,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,"C9,C10",C9*1+C10*1,"coumaroyl(0.09),decatrienoyl(13.00)","coumaroyl,decatrienoyl",A1,B1,C1,none,R94,R48,none,,,,,,A1B1C1,c7cc(O)ccc7C=CC(=O)OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00268226,C39H44O10,672.771,Top2,0.965,Low Confidence
471,134,[2397],2397,823.296,9.2,0,2788510.95,0,0,0,0,3192518.677,0,282350.7671,0,1061587.512,0,0,0,0,0,0,0,0,0,12800000,3116936.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C46H46O14,possibly undescribed,none,[M+H]+,none,24,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,3,"C7,C9,C10",C9*1+C10*1+C7*1,"benzoyl(0.06),feruloyl(0.06),benzoyl(0.57)","benzoyl,feruloyl",A1,B1,C1,none,R92,R95,none,,,,,,A1B1C1,c7cc(O)c(OC)cc7C=CC(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00269393,C37H38O11,658.7,Top2,0.609,Low Confidence
472,169,[3579],3579,505.2796,9.2,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,D,C28H40O8,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C8,C8*1,octanoyl(0.13),octanoyl,A1,B1,C1,none,R7,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(CCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007571,C28H40O8,504.62,Top1,1,High Confidence
473,216,[5078],5078,541.2804,9.2,0,0,0,0,0,0,0,0,0,0,1122893.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C31H40O8,possibly undescribed,none,[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C11,C11*1,undecatrienoyl(0.14),undecatrienoyl,A1,B1,C1,none,R49,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(C=CC=CC=CCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007613,C31H40O8,540.653,Top1,1,High Confidence
474,264,[8930],8930,681.2894,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,D,C37H44O12,possibly known,tanguticanine D,[M+H]+,none,16,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,"benzoyl(0.02),benzoyl(0.40)","benzoyl,benzoyl",A1,B1,C1,none,R92,R92,none,,,,,,A1B1C1,c7ccccc7C(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00269390,C34H34O9,586.637,Top3,0.358,Low Confidence
475,545,[3495],3495,311.1641,9.2,0,0,0,0,202036.1167,0,0,0,0,1066294.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720519.1916,15700000,0,285791.8841,0,0,0,0,0,0,0,0,655185.7556,0,0,0,211345.0514,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C20H22O3,possibly undescribed,none,[M+H]+,none,10,"1,2-dihydro-3-one","5-ol-6,7-ene","9,13,14-orthoester",with C-12,no C-18,others,others,0,others,,6-7-epoxy-2-4-octadienoyl(0.02),none,A2,B3,C2,none,none,none,none,,,,,,A2B3C2,OCC1=CC2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(=O)C2(O)C1O,PD00000047,C21H28O7,392.448,Top2,0.667,Low Confidence
476,596,[209],209,643.2894,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3723718.916,0,0,57000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C38H42O9,possibly known,onishibarin B,[M+H]+,none,18,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C11",C7*1+C11*1,"benzoyl(0.27),feruloyl(1.15),5-pheny-2-4-pentadienoyl(22.00)","benzoyl,5-pheny-2-4-pentadienoyl",A4,B1,C1,none,R92,R96,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)C=CC=Cc7ccccc7)C1(O)C2O,PD00022626,C38H42O9,642.745,Top1,1,High Confidence
477,785,"[7196,9681]",7196,930.4846,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972769.4407,6012061.193,23100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,MD,C49H71O16N1,possibly undescribed,none,[M+NH4]+,"7196, 9681",15,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with two substituents and a hydroxyl group,4,"C4,C7",C7*1+C4*3,"acyl(0.07),benzoyl(0.07),benzoyl(0.17)","benzoyl,isobutyryl,isobutyryl,isobutyryl",A6,B1,C1,M5,R92,R3,R3,R3,none,none,none,none,A6B1C1M5,,,,0,Top3,0.939,Low Confidence
478,22,[10932],10932,719.3989,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9709664.332,0,0,0,0,0,0,11,19,MD,C39H58O12,possibly undescribed,none,[M+H]+,none,11,bicyclo [2.2.1] heptane ring,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,3,"C2,C5",C2*2+C5*1,acyl(0.02),"acyl,acyl,2-methylbutyryl",A11,B1,C1,M2,R1,R1,R4,none,none,none,none,none,A11B1C1M2,,,,0,Top6,0.548,Low Confidence
479,181,[3762],3762,549.3058,9.3,0,0,0,0,0,0,0,0,0,0,0,0,5052322.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971862.3061,1509901.118,0,0,0,0,0,0,0,6692455.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,D,C30H44O9,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C10,C10*1,"decanoyl(0.10),nonadienoyl(0.03),4-oxo-2-nonenoyl(0.03)",decanoyl,A1,B1,C1,none,R9,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(CCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007573,C30H44O8,532.674,Top3,0.205,Low Confidence
480,232,[6144],6144,648.3737,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279449.9754,0,0,0,0,0,0,0,0,0,0,0,736441.8314,0,0,0,0,0,0,7,0,D,C35H53O10N1,possibly undescribed,none,[M+NH4]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C15,C15*1,octatrienoyl(0.02),none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
481,259,[8904],8904,698.3162,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314469.536,1231926.96,63400000,0,0,0,0,0,4054202.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,D,C37H47O12N1,possibly known,tanguticanine D,[M+NH4]+,none,15,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,"benzoyl(0.60),feruloyl(0.81),benzoyl(2.80)","feruloyl,benzoyl",A1,B1,C1,none,R95,R92,none,,,,,,A1B1C1,c7cc(O)c(OC)cc7C=CC(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00269393,C37H38O11,658.7,Top3,0.364,Low Confidence
482,284,[10919],10919,650.3879,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23200000,0,0,0,0,0,0,13,0,D,C17H63O23N1,possibly undescribed,none,[M+NH4]+,none,-13,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C-3,C-3*1,"decatrienoyl(0.02),tetradecadienoyl(0.02),4-oxo-2-tetradecenoyl(0.02)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
483,317,[646],646,647.2846,9.3,2911492.441,1247720.529,0,577726.8907,0,0,1169440.308,0,518275.3553,0,0,0,0,0,0,0,590132.2239,0,0,0,0,0,0,148880.8241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C37H42O10,possibly known,(DA17)std_gniditrin,[M+H-H2O]+,"1295, 646",17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,"benzoyl(0.02),benzoyl(0.16)","benzoyl,benzoyl",A1,B1,C2,none,R92,R92,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129710,C34H34O10,602.636,Top1,1,Low Confidence
484,343,[2132],2132,661.264,9.3,910947.9828,238715.6669,0,0,0,0,0,0,0,0,1445261.066,822378.5393,0,0,0,0,4466910.126,0,479153.4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C37H40O11,possibly undescribed,none,[M+H]+,none,18,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,benzoyl(0.14),"benzoyl,benzoyl",A1,B1,C2,none,R92,R92,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129710,C34H34O10,602.636,Top1,1,Low Confidence
485,345,[2157],2157,719.3056,9.3,700720.3366,0,0,0,0,0,1165820.487,0,0,0,530276.2778,0,0,371135.551,0,0,216732.9603,440446.0754,72900000,0,0,687715.0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,D,C40H46O12,possibly known,(DA26)std_acutilobin C,[M+H]+,none,18,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,"feruloyl(0.16),decatrienoyl(20.00)","feruloyl,decatrienoyl",A1,B1,C2,none,R95,R48,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00128547,C40H46O12,718.796,Top1,1,High Confidence
486,419,[8923],8923,712.3315,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336254.617,0,8634589.987,0,0,0,0,0,537319.6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,D,C38H49O12N1,possibly known,"tanguticanine D, tanguticanine E",[M+NH4]+,none,15,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C11",C7*1+C11*1,benzoyl(0.12),"benzoyl,benzoyl",A1,B1,C2,none,R92,R92,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129710,C34H34O10,602.636,Top1,1,Low Confidence
487,445,[9209],9209,698.3163,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219024.5531,164106.5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C37H47O12N1,possibly known,tanguticanine D,[M+NH4]+,none,15,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,benzoyl(0.05),"benzoyl,benzoyl",A1,B1,C2,none,R92,R92,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129710,C34H34O10,602.636,Top1,1,Low Confidence
488,450,[9706],9706,389.1956,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643598.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C22H28O6,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C2,C2*1,"acyl(0.26),butenoyl(0.02)",acyl,A1,B1,C2,none,R1,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008045,C22H28O9,436.457,Top1,1,Low Confidence
489,487,[10787],10787,619.3468,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000000,7770041.832,0,0,0,978570.4044,0,6,0,D,C34H50O10,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-ene","9,13,14-orthoester",no C-12,no C-18,others,others,1,C14,C14*1,others,none,A1,B3,C1,none,none,none,none,,,,,,A1B3C1,OCC1=CC2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2C=C(C)C(=O)C2(O)C1O,PD00000041,C21H26O7,390.432,Top1,1,Low Confidence
490,501,[10977],10977,701.3881,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483325.593,0,0,0,0,0,0,10,9,D,C39H56O11,possibly undescribed,none,[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-ene","9,13,14-triol",no C-12,no C-18,others,others,1,C19,C19*1,"nonadienoyl(0.02),4-oxo-2-nonenoyl(0.02)",none,A1,B3,C3,none,none,none,none,,,,,,A1B3C3,OCC1=CC2C(O)C(O)(C(=C)C)CC(C)C2(O)C2C=C(C)C(=O)C2(O)C1O,PD00000051,C20H28O7,380.437,Top1,1,Low Confidence
491,514,[3261],3261,327.1586,9.3,0,187915.7648,0,0,0,0,0,0,0,0,0,0,11400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081672.811,0,0,0,0,0,0,0,1605339.424,0,0,0,0,0,0,0,0,0,0,0,0,0,1548389.61,0,10,0,D,C20H22O4,possibly undescribed,none,[M+H]+,none,10,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C0,C0*1,6-7-epoxy-2-4-undecadienoyl(0.02),none,A2,B1,C1,none,none,none,none,,,,,,A2B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00000002,C21H28O8,408.447,Top1,1,Low Confidence
492,528,[9929],9929,535.3259,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613670.8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,D,C30H46O8,possibly undescribed,none,[M+H]+,none,8,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C10,C10*1,decanoyl(0.03),decanoyl,A2,B1,C1,none,R9,none,none,,,,,,A2B1C1,OCC12OC1C1C3OC4(CCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00007669,C30H46O8,534.69,Top1,1,High Confidence
493,556,[729],729,661.3,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4677911.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,D,C38H44O10,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C11",C7*1+C11*1,benzoyl(0.05),"benzoyl,benzoyl",A3,B1,C1,none,R92,R92,none,,,,,,A3B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00017966,C34H36O9,588.653,Top2,0.351,Low Confidence
494,754,[6277],6277,469.3308,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209883.0899,0,0,0,0,577746.2077,0,0,1289818.466,0,0,0,0,0,0,0,0,0,0,0,0,0,2055146.132,0,0,0,0,6188154.663,0,0,0,0,362074.0849,0,0,0,0,0,1070667.18,0,0,0,0,8,MD,C30H44O4,possibly undescribed,none,[M+H]+,none,9,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,0,others,,others,none,A6,B1,C1,M1,none,none,none,none,none,none,none,none,A6B1C1M1,OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01121453,C29H42O8,518.647,Top1,1,Low Confidence
